Phone_ID,Brand,Model,Release_Year,Price_USD,Price_INR,RAM_GB,Storage_GB,Processor,Chipset,GPU,Battery_mAh,Charging_Watts,Wireless_Charging,Display_Size_Inches,Resolution,Refresh_Rate_Hz,Display_Type,Rear_Camera_MP,Front_Camera_MP,Number_of_Rear_Cameras,Video_Recording,Operating_System,OS_Version,SIM_Type,Has_5G,Has_NFC,Bluetooth_Version,WiFi_Standard,Fingerprint_Type,Water_Resistance,Weight_Grams,Color,User_Rating,Number_of_Reviews
PH-818134,Poco,Poco F5,2022,206,17098,6,128,Snapdragon 4 Gen 2,Snapdragon 695,Mali-G57 MC1,3193,33,No,6.1,1080x2400,60,AMOLED,48,20,2,4K@30fps,Android,14,Dual SIM,Yes,No,5.0,Wi-Fi 7,Rear-mounted,IP67,179,Green,3.7,49064
PH-189869,Poco,Poco F5,2024,234,19422,8,256,Snapdragon 4 Gen 2,Dimensity 700,Adreno 619,3307,33,No,6.2,1080x2400,60,IPS LCD,108,12,3,4K@30fps,Android,14,Dual SIM,No,No,5.1,Wi-Fi 5,Under-display,IP54,189,Gray,3.6,16214
PH-544061,Poco,Poco X6 Pro,2022,181,15023,4,128,MediaTek Helio G99,Snapdragon 695,Adreno 610,4086,10,No,6.5,1080x2400,60,AMOLED,64,12,3,1080p@30fps,Android,13,Single SIM,Yes,No,5.0,Wi-Fi 6E,Under-display,IP52,220,Green,4.0,34187
PH-552717,Poco,Poco X6,2023,192,15936,6,64,MediaTek Dimensity 700,Helio G99,Adreno 610,3790,45,No,6.7,720x1600,60,AMOLED,48,16,4,1080p@30fps,Android,13,Dual SIM (Nano-SIM/eSIM),No,No,5.2,Wi-Fi 6E,None,IP68,180,Gold,3.6,21572
PH-757349,Poco,Poco F6 Pro,2022,225,18675,6,256,MediaTek Helio G99,Helio G99,Mali-G57 MC2,3720,18,No,6.1,1080x2400,60,AMOLED,108,20,4,1080p@30fps,Android,13,Dual SIM (Nano-SIM/eSIM),No,No,5.0,Wi-Fi 6E,Side-mounted,IP54,181,White,3.6,27671
PH-417332,Poco,Poco X6,2022,169,14027,6,256,MediaTek Dimensity 700,Unisoc T760,Mali-G57 MC3,4004,10,No,6.1,1080x2400,60,IPS LCD,108,12,4,1080p@30fps,Android,13,Dual SIM (Nano-SIM),No,No,5.0,Wi-Fi 7,Rear-mounted,IP52,188,Midnight,3.5,14094
PH-465423,Poco,Poco X6 Pro,2024,540,44820,6,128,Snapdragon 7s Gen 2,Dimensity 8300 Ultra,Mali-G615 MC2,4478,45,Yes,6.8,1440x3200,90,AMOLED,108,12,3,4K@120fps,Android,15,Dual SIM,Yes,No,5.0,Wi-Fi 7,None,IP67,167,White,4.2,11413
PH-241657,Poco,Poco F5,2024,426,35358,8,128,Dimensity 8300 Ultra,Dimensity 7200,Adreno 732,4532,45,Yes,6.4,1080x2520,120,OLED,64,12,4,8K@24fps,Android,14,Single SIM,Yes,No,5.0,Wi-Fi 7,Rear-mounted,IP52,175,Black,4.0,22816
PH-792972,Poco,Poco X6 Pro,2025,551,45733,8,256,Exynos 1380,Dimensity 8300 Ultra,Adreno 732,4271,80,No,6.6,1080x2520,120,OLED,50,8,2,4K@60fps,Android,13,Single SIM,Yes,Yes,5.4,Wi-Fi 7,Side-mounted,None,177,Gold,4.4,47068
PH-640246,Poco,Poco X6 Pro,2023,568,47144,8,256,MediaTek Dimensity 7200,Dimensity 8300 Ultra,Mali-G610 MC6,4425,67,Yes,6.2,1440x3200,90,AMOLED,48,12,3,4K@60fps,Android,13,Dual SIM (Nano-SIM),Yes,Yes,5.3,Wi-Fi 6E,Rear-mounted,None,204,Graphite,4.2,22009
PH-806651,Poco,Poco F6 Pro,2023,359,29797,12,256,Dimensity 8300 Ultra,Snapdragon 7 Gen 3,Immortalis-G715,5076,45,No,6.2,1080x2520,120,AMOLED,50,12,2,8K@30fps,Android,13,Dual SIM,Yes,No,5.2,Wi-Fi 7,None,None,171,Silver,4.1,36569
PH-997933,Poco,Poco F5,2023,482,40006,12,128,Dimensity 8300 Ultra,Dimensity 8300 Ultra,Mali-G610 MC6,5151,80,Yes,6.3,1440x3200,90,Super AMOLED,50,12,4,8K@30fps,Android,13,Dual SIM (Nano-SIM),Yes,No,5.3,Wi-Fi 7,Side-mounted,IP67,191,Graphite,4.0,16715
PH-767249,Poco,Poco F5,2023,572,47476,12,256,Dimensity 8300 Ultra,Dimensity 7200,Adreno 732,4725,67,Yes,6.5,1080x2520,90,AMOLED,48,16,3,4K@60fps,Android,14,Dual SIM (Nano-SIM),Yes,No,5.4,Wi-Fi 7,Under-display,None,185,Gold,4.5,33170
PH-785719,Poco,Poco F5,2024,512,42496,6,512,MediaTek Dimensity 7200,Snapdragon 7s Gen 2,Mali-G610 MC6,5034,45,Yes,6.4,1080x2520,120,OLED,12,8,2,8K@30fps,Android,15,Dual SIM,Yes,No,5.0,Wi-Fi 5,None,IP54,193,Blue,4.6,22241
PH-883273,Poco,Poco X6,2023,485,40255,6,128,Exynos 1380,Exynos 1380,Immortalis-G715,4541,67,Yes,6.6,1080x2400,120,AMOLED,64,16,3,4K@60fps,Android,15,Dual SIM (Nano-SIM/eSIM),Yes,No,5.0,Wi-Fi 6E,Under-display,IP67,183,White,4.1,20521
PH-662843,Poco,Poco F6 Pro,2023,397,32951,8,128,Exynos 1380,Dimensity 7200,Immortalis-G715,5110,67,No,6.6,1440x3200,90,OLED,64,8,2,4K@120fps,Android,13,Dual SIM,Yes,No,5.3,Wi-Fi 6,Side-mounted,IP68,170,Green,4.2,33136
PH-747732,Poco,Poco M6,2024,365,30295,6,128,MediaTek Dimensity 7200,Snapdragon 7 Gen 3,Mali-G615 MC2,4995,45,Yes,6.6,1080x2400,90,OLED,50,8,3,4K@60fps,Android,13,Dual SIM (Nano-SIM),Yes,Yes,5.0,Wi-Fi 6,Under-display,IP67,181,Red,4.0,29818
PH-195871,Poco,Poco M6,2023,544,45152,8,512,Snapdragon 7 Gen 3,Exynos 1380,Mali-G615 MC2,4306,45,No,6.9,1080x2520,120,OLED,50,20,2,8K@24fps,Android,15,Dual SIM,Yes,Yes,5.2,Wi-Fi 6,Side-mounted,IP54,180,Green,4.5,15316
PH-898239,Poco,Poco X6,2025,379,31457,12,512,Exynos 1380,Dimensity 7200,Mali-G615 MC2,4501,80,Yes,6.7,1080x2520,120,Super AMOLED,12,16,2,8K@30fps,Android,15,Dual SIM,Yes,No,5.0,Wi-Fi 5,None,IP67,208,Green,4.0,33702
PH-984844,Poco,Poco X6 Pro,2024,410,34030,8,256,Snapdragon 7s Gen 2,Exynos 1380,Adreno 725,4669,45,No,6.2,1080x2520,120,OLED,108,20,3,4K@120fps,Android,14,Single SIM,Yes,No,5.4,Wi-Fi 6,Under-display,None,182,Black,4.1,36631
PH-653828,Poco,Poco X6 Pro,2025,448,37184,6,128,Snapdragon 7s Gen 2,Dimensity 7200,Adreno 725,4245,45,No,6.8,1080x2520,120,OLED,12,20,2,4K@60fps,Android,14,Dual SIM (Nano-SIM),Yes,Yes,5.4,Wi-Fi 6E,Under-display,None,173,Silver,4.2,34573
PH-777023,Poco,Poco F6 Pro,2023,337,27971,12,256,Snapdragon 7s Gen 2,Exynos 1380,Adreno 725,4188,80,Yes,6.4,1080x2520,120,Super AMOLED,108,16,4,4K@60fps,Android,13,Dual SIM,Yes,Yes,5.0,Wi-Fi 5,Side-mounted,None,173,Titanium,4.0,49375
PH-353585,Poco,Poco F6 Pro,2023,402,33366,8,256,Dimensity 8300 Ultra,Dimensity 7200,Mali-G610 MC6,4543,45,Yes,6.8,1080x2400,90,OLED,108,8,4,4K@120fps,Android,15,Single SIM,Yes,No,5.1,Wi-Fi 7,Under-display,IP67,202,Gray,4.2,11236
PH-605193,Poco,Poco X6 Pro,2023,554,45982,8,128,Dimensity 8300 Ultra,Snapdragon 7 Gen 3,Adreno 732,4788,67,No,6.5,1080x2520,120,Super AMOLED,12,12,2,4K@120fps,Android,15,Dual SIM (Nano-SIM),Yes,Yes,5.1,Wi-Fi 6,Rear-mounted,IP52,197,Midnight,4.2,2205
PH-790208,Poco,Poco X6,2023,413,34279,8,256,Dimensity 8300 Ultra,Dimensity 8300 Ultra,Immortalis-G715,5063,80,Yes,6.6,1080x2520,90,OLED,64,20,3,8K@30fps,Android,14,Single SIM,Yes,Yes,5.2,Wi-Fi 5,Side-mounted,IP68,205,White,4.1,44078
PH-676380,Poco,Poco F5,2025,461,38263,12,512,Snapdragon 7 Gen 3,Snapdragon 7s Gen 2,Immortalis-G715,4337,67,No,6.5,1440x3200,90,OLED,48,8,2,4K@60fps,Android,15,Dual SIM,Yes,Yes,5.3,Wi-Fi 6E,None,IP54,182,Blue,4.3,16573
PH-861310,Poco,Poco X6,2025,360,29880,8,512,MediaTek Dimensity 7200,Dimensity 7200,Immortalis-G715,4784,45,Yes,6.3,1080x2520,120,OLED,48,8,4,8K@30fps,Android,13,Dual SIM (Nano-SIM/eSIM),Yes,Yes,5.2,Wi-Fi 6,None,IP52,205,Gray,4.1,36920
PH-350592,Poco,Poco M6,2024,379,31457,8,256,Dimensity 8300 Ultra,Snapdragon 7s Gen 2,Immortalis-G715,4857,67,No,6.5,1080x2400,120,OLED,50,16,2,8K@30fps,Android,15,Single SIM,Yes,No,5.2,Wi-Fi 6E,Side-mounted,IP67,169,Black,4.2,16538
PH-393997,Poco,Poco X6,2025,376,31208,8,128,MediaTek Dimensity 7200,Snapdragon 7s Gen 2,Adreno 732,4022,67,No,6.7,1080x2400,120,OLED,12,20,2,4K@60fps,Android,14,Dual SIM (Nano-SIM),Yes,No,5.0,Wi-Fi 5,Under-display,IP68,169,Gray,4.3,41554
PH-692134,Poco,Poco F5,2024,495,41085,6,256,Exynos 1380,Dimensity 8300 Ultra,Adreno 732,4523,67,Yes,6.5,1080x2400,90,OLED,108,8,4,4K@60fps,Android,13,Dual SIM (Nano-SIM/eSIM),Yes,No,5.1,Wi-Fi 7,Rear-mounted,IP54,165,Purple,4.5,8813
PH-280758,Poco,Poco F6 Pro,2024,525,43575,8,256,Exynos 1380,Exynos 1380,Immortalis-G715,5051,67,No,6.8,1080x2400,90,AMOLED,108,20,2,8K@30fps,Android,13,Dual SIM,Yes,Yes,5.3,Wi-Fi 6E,Under-display,None,168,Gray,4.1,7527
PH-653516,Poco,Poco M6,2024,422,35026,8,256,Snapdragon 7 Gen 3,Snapdragon 7s Gen 2,Adreno 725,5036,67,No,6.6,1440x3200,90,OLED,12,20,2,4K@120fps,Android,15,Dual SIM (Nano-SIM),Yes,Yes,5.4,Wi-Fi 5,None,IP52,204,Midnight,4.1,18925
PH-383338,Poco,Poco F5,2024,547,45401,12,512,Dimensity 8300 Ultra,Snapdragon 7 Gen 3,Mali-G610 MC6,4554,67,No,6.8,1080x2520,90,Super AMOLED,50,12,3,8K@24fps,Android,13,Dual SIM,Yes,No,5.3,Wi-Fi 7,None,IP67,166,Red,4.1,35794
PH-180569,Poco,Poco F5,2024,318,26394,8,512,Snapdragon 7 Gen 3,Exynos 1380,Immortalis-G715,4426,67,No,6.7,1080x2400,120,AMOLED,64,16,2,8K@30fps,Android,14,Dual SIM,Yes,No,5.4,Wi-Fi 6E,Under-display,IP68,187,Silver,4.4,18919
PH-984044,Poco,Poco F5,2024,565,46895,8,128,Dimensity 8300 Ultra,Snapdragon 7 Gen 3,Mali-G610 MC6,4327,45,Yes,6.5,1080x2520,90,Super AMOLED,64,12,2,4K@120fps,Android,14,Dual SIM,Yes,Yes,5.4,Wi-Fi 5,None,IP52,197,Black,4.2,34592
PH-960179,Poco,Poco F5,2024,303,25149,12,512,Exynos 1380,Dimensity 8300 Ultra,Mali-G610 MC6,4630,45,Yes,6.5,1080x2520,90,OLED,12,16,2,4K@60fps,Android,14,Single SIM,Yes,Yes,5.4,Wi-Fi 6,Under-display,IP54,207,Midnight,4.2,40197
PH-910243,Poco,Poco X6 Pro,2024,395,32785,8,512,Dimensity 8300 Ultra,Exynos 1380,Mali-G610 MC6,4269,80,Yes,6.5,1080x2400,120,AMOLED,108,16,2,8K@30fps,Android,14,Dual SIM,Yes,Yes,5.1,Wi-Fi 6E,Rear-mounted,IP52,195,White,4.5,3349
PH-565956,Poco,Poco M6,2023,527,43741,8,128,Snapdragon 7s Gen 2,Snapdragon 7 Gen 3,Mali-G615 MC2,4964,45,No,6.6,1440x3200,90,OLED,64,12,2,8K@24fps,Android,13,Single SIM,Yes,No,5.0,Wi-Fi 6,Side-mounted,IP54,194,Red,4.3,47689
PH-756586,Poco,Poco X6,2024,303,25149,12,512,MediaTek Dimensity 7200,Snapdragon 7 Gen 3,Adreno 732,4899,67,Yes,6.5,1440x3200,120,OLED,64,20,3,8K@24fps,Android,14,Single SIM,Yes,No,5.1,Wi-Fi 6E,Rear-mounted,IP52,205,Purple,4.6,35801
PH-237219,Poco,Poco F6 Pro,2023,481,39923,8,128,MediaTek Dimensity 7200,Dimensity 8300 Ultra,Mali-G615 MC2,4161,67,Yes,6.9,1440x3200,90,OLED,48,8,3,8K@30fps,Android,13,Dual SIM (Nano-SIM/eSIM),Yes,Yes,5.3,Wi-Fi 6E,Under-display,None,199,Graphite,4.1,11211
PH-180145,Poco,Poco F5,2023,365,30295,12,128,Snapdragon 7 Gen 3,Snapdragon 7 Gen 3,Immortalis-G715,5163,80,Yes,6.8,1080x2400,120,OLED,64,8,3,8K@24fps,Android,15,Dual SIM,Yes,No,5.1,Wi-Fi 6E,Under-display,IP67,198,Blue,4.1,35796
PH-147734,Poco,Poco X6,2025,522,43326,8,128,Exynos 1380,Snapdragon 7s Gen 2,Adreno 732,4941,80,No,6.5,1440x3200,90,Super AMOLED,64,20,2,8K@30fps,Android,15,Dual SIM (Nano-SIM/eSIM),Yes,No,5.3,Wi-Fi 6,None,IP52,191,Midnight,4.4,14969
PH-746189,Poco,Poco X6 Pro,2024,444,36852,6,128,MediaTek Dimensity 7200,Snapdragon 7 Gen 3,Mali-G615 MC2,4919,45,No,6.2,1440x3200,90,Super AMOLED,64,12,2,8K@24fps,Android,14,Dual SIM,Yes,No,5.3,Wi-Fi 7,Rear-mounted,None,205,Black,4.2,14379
PH-496944,Poco,Poco F6 Pro,2025,498,41334,8,512,Exynos 1380,Exynos 1380,Adreno 732,4061,80,Yes,6.4,1440x3200,90,AMOLED,64,12,2,8K@24fps,Android,15,Single SIM,Yes,No,5.4,Wi-Fi 6E,Rear-mounted,IP52,199,White,4.1,49801
PH-876875,Poco,Poco X6,2025,479,39757,6,128,Snapdragon 7s Gen 2,Snapdragon 7s Gen 2,Adreno 732,4615,67,Yes,6.2,1080x2400,90,OLED,50,12,4,4K@120fps,Android,14,Single SIM,Yes,No,5.0,Wi-Fi 6,Side-mounted,IP68,182,Silver,4.3,803
PH-596317,Poco,Poco X6,2025,460,38180,6,512,Snapdragon 7s Gen 2,Snapdragon 7s Gen 2,Adreno 725,4776,80,No,6.3,1080x2400,90,AMOLED,12,8,2,8K@24fps,Android,14,Dual SIM,Yes,No,5.0,Wi-Fi 5,Side-mounted,IP52,177,Silver,4.2,14128
PH-933436,Poco,Poco F6 Pro,2025,385,31955,6,512,MediaTek Dimensity 7200,Snapdragon 7 Gen 3,Immortalis-G715,4361,45,No,6.7,1440x3200,120,AMOLED,48,20,4,8K@30fps,Android,14,Dual SIM (Nano-SIM),Yes,No,5.4,Wi-Fi 5,Side-mounted,IP52,184,Blue,4.1,30313
PH-869160,Poco,Poco M6,2025,428,35524,6,256,Exynos 1380,Snapdragon 7s Gen 2,Immortalis-G715,4931,80,Yes,6.4,1080x2400,90,AMOLED,108,16,4,4K@120fps,Android,15,Dual SIM (Nano-SIM),Yes,No,5.2,Wi-Fi 6,Side-mounted,IP54,197,Red,4.1,43012
PH-130736,Poco,Poco F5,2023,561,46563,12,512,Snapdragon 7 Gen 3,Snapdragon 7 Gen 3,Mali-G615 MC2,4054,67,No,6.4,1440x3200,90,Super AMOLED,12,8,2,4K@60fps,Android,14,Single SIM,Yes,No,5.2,Wi-Fi 6E,Side-mounted,IP67,201,Midnight,4.2,46349
PH-277540,Poco,Poco F5,2023,468,38844,6,128,Snapdragon 7s Gen 2,Snapdragon 7s Gen 2,Immortalis-G715,4758,67,Yes,6.5,1080x2400,90,Super AMOLED,12,12,2,8K@24fps,Android,13,Single SIM,Yes,Yes,5.4,Wi-Fi 6,Side-mounted,IP54,166,Red,4.3,18081
PH-781268,Poco,Poco F6 Pro,2023,353,29299,6,512,Exynos 1380,Dimensity 8300 Ultra,Mali-G610 MC6,4849,45,Yes,6.7,1440x3200,90,OLED,50,8,3,4K@60fps,Android,15,Dual SIM,Yes,Yes,5.2,Wi-Fi 5,Rear-mounted,IP68,207,Gold,4.0,46570
PH-682819,Poco,Poco X6,2024,419,34777,8,512,Snapdragon 7 Gen 3,Snapdragon 7s Gen 2,Mali-G610 MC6,4616,67,Yes,6.5,1080x2520,90,OLED,108,20,2,8K@24fps,Android,15,Dual SIM,Yes,No,5.3,Wi-Fi 6E,None,IP54,203,Green,4.5,41511
PH-341016,Poco,Poco M6,2024,519,43077,12,128,Snapdragon 7s Gen 2,Dimensity 8300 Ultra,Adreno 725,4612,80,Yes,6.5,1080x2400,120,Super AMOLED,108,16,4,4K@60fps,Android,13,Single SIM,Yes,Yes,5.3,Wi-Fi 6,Rear-mounted,IP52,180,Gold,4.4,4845
PH-497675,Poco,Poco X6,2023,408,33864,8,512,Dimensity 8300 Ultra,Snapdragon 7 Gen 3,Mali-G610 MC6,4068,80,Yes,6.2,1080x2520,120,OLED,12,20,2,4K@120fps,Android,15,Dual SIM (Nano-SIM),Yes,No,5.1,Wi-Fi 6,Side-mounted,IP54,178,White,4.5,25602
PH-712940,Poco,Poco X6,2024,433,35939,8,256,Dimensity 8300 Ultra,Dimensity 7200,Adreno 732,5057,67,No,6.5,1080x2520,120,OLED,48,12,4,8K@24fps,Android,13,Dual SIM,Yes,No,5.1,Wi-Fi 6E,Rear-mounted,None,197,Gold,4.3,48798
PH-302449,Poco,Poco F6 Pro,2023,368,30544,12,512,Exynos 1380,Exynos 1380,Mali-G610 MC6,4930,67,Yes,6.3,1080x2520,90,AMOLED,48,20,4,4K@60fps,Android,14,Dual SIM,Yes,Yes,5.0,Wi-Fi 6,None,None,168,Midnight,4.3,48493
PH-863935,Poco,Poco X6 Pro,2023,463,38429,12,512,Snapdragon 7 Gen 3,Dimensity 8300 Ultra,Immortalis-G715,5153,80,Yes,6.9,1080x2520,90,AMOLED,48,20,2,8K@24fps,Android,14,Single SIM,Yes,No,5.1,Wi-Fi 7,Rear-mounted,IP67,173,Green,4.1,15122
PH-152140,Poco,Poco X6 Pro,2023,449,37267,12,512,Snapdragon 7s Gen 2,Snapdragon 7 Gen 3,Mali-G610 MC6,4347,45,Yes,6.6,1440x3200,120,Super AMOLED,108,16,2,4K@120fps,Android,13,Dual SIM (Nano-SIM),Yes,Yes,5.0,Wi-Fi 5,Rear-mounted,IP52,204,Midnight,4.1,15322
PH-142750,Poco,Poco M6,2024,599,49717,6,256,Dimensity 8300 Ultra,Dimensity 8300 Ultra,Mali-G615 MC2,4470,80,No,6.4,1080x2520,90,OLED,108,16,2,8K@24fps,Android,15,Single SIM,Yes,No,5.1,Wi-Fi 5,Under-display,IP67,173,Red,4.5,1175
PH-965109,Poco,Poco F5,2023,379,31457,8,512,Snapdragon 7 Gen 3,Exynos 1380,Adreno 725,4344,45,No,6.5,1080x2520,120,AMOLED,108,20,3,4K@60fps,Android,15,Single SIM,Yes,Yes,5.1,Wi-Fi 7,Under-display,IP68,193,Titanium,4.5,41533
PH-324578,Poco,Poco F6 Pro,2024,525,43575,6,128,Dimensity 8300 Ultra,Snapdragon 7 Gen 3,Mali-G615 MC2,5142,45,Yes,6.8,1080x2400,90,OLED,64,8,2,8K@30fps,Android,14,Single SIM,Yes,No,5.0,Wi-Fi 6,None,None,178,Titanium,4.4,1789
PH-369425,Poco,Poco X6 Pro,2024,359,29797,6,256,Snapdragon 7 Gen 3,Exynos 1380,Adreno 732,4430,80,No,6.7,1080x2520,90,Super AMOLED,12,16,2,8K@24fps,Android,13,Dual SIM (Nano-SIM/eSIM),Yes,No,5.0,Wi-Fi 7,None,IP54,181,Blue,4.0,39005
PH-279001,Poco,Poco F6 Pro,2023,395,32785,6,256,Exynos 1380,Snapdragon 7s Gen 2,Mali-G610 MC6,4770,45,No,6.8,1080x2400,90,OLED,48,12,2,8K@24fps,Android,14,Dual SIM,Yes,Yes,5.2,Wi-Fi 7,None,IP54,195,Green,4.4,31416
PH-918056,Poco,Poco M6,2025,470,39010,8,512,MediaTek Dimensity 7200,Dimensity 8300 Ultra,Immortalis-G715,4589,80,Yes,6.3,1080x2400,90,AMOLED,108,16,2,4K@60fps,Android,14,Dual SIM (Nano-SIM/eSIM),Yes,Yes,5.4,Wi-Fi 6,Under-display,IP52,191,Graphite,4.6,18692
PH-192403,Poco,Poco X6 Pro,2025,467,38761,6,512,Snapdragon 7 Gen 3,Snapdragon 7s Gen 2,Mali-G615 MC2,5160,80,Yes,6.6,1440x3200,120,AMOLED,108,12,2,4K@120fps,Android,13,Single SIM,Yes,Yes,5.0,Wi-Fi 7,Under-display,IP68,168,Purple,4.6,41931
PH-704345,Poco,Poco X6 Pro,2025,319,26477,8,256,Snapdragon 7 Gen 3,Dimensity 8300 Ultra,Mali-G610 MC6,4254,67,Yes,6.8,1080x2520,120,Super AMOLED,50,20,2,8K@24fps,Android,14,Dual SIM,Yes,Yes,5.2,Wi-Fi 7,Rear-mounted,None,168,Black,4.3,28118
PH-411450,Poco,Poco X6,2025,593,49219,12,128,Dimensity 8300 Ultra,Snapdragon 7 Gen 3,Adreno 725,4069,45,Yes,6.7,1440x3200,90,OLED,64,12,2,8K@24fps,Android,15,Single SIM,Yes,Yes,5.3,Wi-Fi 6E,Side-mounted,IP68,207,Gray,4.1,10278
PH-417203,Poco,Poco F6 Pro,2024,505,41915,6,128,MediaTek Dimensity 7200,Dimensity 8300 Ultra,Immortalis-G715,4534,67,No,6.2,1440x3200,90,Super AMOLED,12,16,2,8K@24fps,Android,14,Single SIM,Yes,Yes,5.3,Wi-Fi 7,Under-display,IP68,209,Gold,4.0,37096
PH-951694,Poco,Poco F5,2025,383,31789,6,256,Snapdragon 7s Gen 2,Exynos 1380,Adreno 732,4686,45,No,6.9,1080x2520,90,OLED,48,12,3,4K@60fps,Android,14,Single SIM,Yes,No,5.4,Wi-Fi 6E,Rear-mounted,IP52,167,Graphite,4.0,21431
PH-542087,Poco,Poco M6,2025,452,37516,12,512,Exynos 1380,Snapdragon 7s Gen 2,Immortalis-G715,4740,80,No,6.3,1080x2400,90,OLED,12,8,2,4K@60fps,Android,13,Dual SIM (Nano-SIM/eSIM),Yes,No,5.4,Wi-Fi 6,Side-mounted,None,201,White,4.2,19603
PH-865133,Poco,Poco X6,2024,401,33283,12,256,Snapdragon 7s Gen 2,Snapdragon 7s Gen 2,Adreno 725,4273,45,Yes,6.3,1440x3200,90,OLED,12,20,2,4K@120fps,Android,14,Dual SIM (Nano-SIM/eSIM),Yes,No,5.2,Wi-Fi 6,Under-display,None,182,Gold,4.3,2538
PH-657611,Poco,Poco F6 Pro,2025,305,25315,6,128,Exynos 1380,Dimensity 7200,Mali-G615 MC2,4494,67,No,6.8,1440x3200,90,OLED,48,20,4,4K@120fps,Android,15,Single SIM,Yes,Yes,5.3,Wi-Fi 5,Under-display,IP52,202,Titanium,4.4,46320
PH-315622,Poco,Poco F5,2023,312,25896,6,256,MediaTek Dimensity 7200,Dimensity 8300 Ultra,Immortalis-G715,5195,67,No,6.7,1080x2520,120,OLED,64,8,4,8K@30fps,Android,14,Single SIM,Yes,No,5.0,Wi-Fi 5,Under-display,None,207,Blue,4.3,12348
PH-261448,Poco,Poco M6,2024,557,46231,6,128,Dimensity 8300 Ultra,Dimensity 8300 Ultra,Immortalis-G715,4736,67,No,6.2,1080x2520,120,AMOLED,64,8,3,8K@24fps,Android,15,Dual SIM,Yes,Yes,5.1,Wi-Fi 5,Rear-mounted,IP54,193,Purple,4.5,306
PH-597132,Poco,Poco X6,2025,428,35524,6,512,MediaTek Dimensity 7200,Dimensity 8300 Ultra,Adreno 732,4246,67,Yes,6.4,1080x2400,120,Super AMOLED,12,8,2,8K@24fps,Android,15,Single SIM,Yes,No,5.4,Wi-Fi 7,Side-mounted,None,187,White,4.4,33764
PH-434806,Poco,Poco M6,2025,371,30793,12,128,Snapdragon 7s Gen 2,Snapdragon 7s Gen 2,Adreno 732,4104,80,Yes,6.3,1440x3200,90,Super AMOLED,12,8,2,8K@30fps,Android,14,Dual SIM (Nano-SIM/eSIM),Yes,Yes,5.4,Wi-Fi 7,None,IP68,177,Gold,4.4,24690
PH-480250,Poco,Poco M6,2024,333,27639,12,128,MediaTek Dimensity 7200,Exynos 1380,Mali-G615 MC2,4816,80,No,6.3,1080x2520,120,OLED,64,16,4,8K@24fps,Android,14,Dual SIM (Nano-SIM/eSIM),Yes,Yes,5.0,Wi-Fi 5,Under-display,IP68,167,Midnight,4.6,2306
PH-211826,Poco,Poco X6 Pro,2024,304,25232,6,256,Snapdragon 7 Gen 3,Snapdragon 7s Gen 2,Immortalis-G715,4344,45,Yes,6.7,1080x2520,120,AMOLED,50,16,4,4K@60fps,Android,14,Dual SIM,Yes,No,5.0,Wi-Fi 6E,Side-mounted,IP54,167,Gray,4.4,32893
PH-456834,Poco,Poco F6 Pro,2024,419,34777,12,256,Snapdragon 7 Gen 3,Snapdragon 7 Gen 3,Immortalis-G715,5137,45,No,6.2,1080x2520,90,OLED,64,20,3,8K@24fps,Android,14,Dual SIM (Nano-SIM),Yes,Yes,5.4,Wi-Fi 6E,Under-display,IP52,178,Titanium,4.6,26787
PH-255580,Poco,Poco M6,2024,527,43741,6,128,Exynos 1380,Dimensity 7200,Mali-G615 MC2,4104,80,Yes,6.4,1080x2520,90,AMOLED,12,8,2,4K@120fps,Android,15,Single SIM,Yes,No,5.3,Wi-Fi 6,Side-mounted,IP54,190,Graphite,4.0,35488
PH-670851,Poco,Poco X6 Pro,2024,962,79846,8,256,Snapdragon 8+ Gen 1,Exynos 2400,Immortalis-G720,5338,100,Yes,6.4,1560x3120,120,OLED,108,12,3,4K@120fps,Android,14,Single SIM,Yes,Yes,5.3,Wi-Fi 5,None,None,182,Titanium,4.6,27087
PH-797847,Poco,Poco F6 Pro,2024,854,70882,8,256,Google Tensor G3,Exynos 2400,Xclipse 920,5334,67,Yes,6.7,1290x2796,120,AMOLED,48,16,4,8K@30fps,Android,13,Dual SIM,Yes,Yes,5.3,Wi-Fi 5,Under-display,None,168,Silver,4.5,27079
PH-299047,Poco,Poco X6 Pro,2024,694,57602,12,512,Exynos 2400,Snapdragon 8+ Gen 1,Mali-G710 MC10,4918,45,Yes,6.5,1560x3120,120,AMOLED,50,20,3,8K@30fps,Android,14,Single SIM,Yes,Yes,5.4,Wi-Fi 6E,None,None,168,Gray,4.8,6020
PH-838063,Poco,Poco X6 Pro,2024,630,52290,16,512,Snapdragon 8 Gen 2,Snapdragon 8 Gen 2,Xclipse 920,4807,100,Yes,6.2,1440x3200,144,AMOLED,108,20,4,8K@30fps,Android,13,Single SIM,Yes,Yes,5.3,Wi-Fi 6E,Side-mounted,IP52,203,Titanium,4.8,16055
PH-559718,Poco,Poco F6 Pro,2025,673,55859,8,256,MediaTek Dimensity 9200+,Exynos 2400,Mali-G710 MC10,5194,67,Yes,6.4,1560x3120,144,AMOLED,12,16,2,4K@120fps,Android,14,Dual SIM,Yes,Yes,5.4,Wi-Fi 6E,None,IP68,187,Graphite,4.6,12628
